fid,ID,ICESNAME,SOUTH,WEST,NORTH,EAST,AREA_KM2,OBJECTID,ICESNAME_1,Ecoregion,AREA,PERCENTAGE,OBJECTID_1,ICESNAME_2,Shape_STAr,Shape_STLe,SubDivisio
"1969","2676","30D3",50.5,-17,51,-16,"3925","2213","30D3",Oceanic Northeast Atlantic,0.5,100,"0","30D3",0.4999999998,2.9999999994,"1"
"1970","2677","31D3",51,-17,51.5,-16,"3884","2265","31D3",Oceanic Northeast Atlantic,0.5,100,"0","31D3",0.4999999998,2.9999999994,"1"
"1971","2678","32D3",51.5,-17,52,-16,"3842","2318","32D3",Oceanic Northeast Atlantic,0.476815,95.36300066,"0","32D3",0.4999999998,2.9999999994,"1"
"1972","2679","33D3",52,-17,52.5,-16,"3800","2372","33D3",Oceanic Northeast Atlantic,0.45740047,91.48009408,"0","33D3",0.5000000007,3.0000000012,"1"
"1973","2680","34D3",52.5,-17,53,-16,"3757","2427","34D3",Oceanic Northeast Atlantic,0.48841234,97.68246778,"0","34D3",0.4999999998,2.9999999994,"1"
"1974","2681","35D3",53,-17,53.5,-16,"3714","2485","35D3",Oceanic Northeast Atlantic,0.5,100,"0","35D3",0.4999999998,2.9999999994,"1"
"1975","2682","36D3",53.5,-17,54,-16,"3671","2548","36D3",Oceanic Northeast Atlantic,0.49995871,99.99174192,"0","36D3",0.4999999998,2.9999999994,"1"
"1976","2683","37D3",54,-17,54.5,-16,"3628","2618","37D3",Oceanic Northeast Atlantic,0.49634782,99.26956415,"0","37D3",0.4999999998,2.9999999994,"1"
"1977","2684","38D3",54.5,-17,55,-16,"3584","2688","38D3",Oceanic Northeast Atlantic,0.5,100,"0","38D3",0.4999999998,2.9999999994,"1"
"1978","2685","39D3",55,-17,55.5,-16,"3540","2759","39D3",Oceanic Northeast Atlantic,0.5,100,"0","39D3",0.4999999998,2.9999999994,"1"
"1979","2686","40D3",55.5,-17,56,-16,"3496","2830","40D3",Oceanic Northeast Atlantic,0.5,100,"0","40D3",0.4999999998,2.9999999994,"1"
"1980","2687","41D3",56,-17,56.5,-16,"3451","2906","41D3",Oceanic Northeast Atlantic,0.5,100,"0","41D3",0.4999999998,2.9999999994,"1"
"1981","2688","42D3",56.5,-17,57,-16,"3406","2987","42D3",Oceanic Northeast Atlantic,0.5,100,"0","42D3",0.5000000007,3.0000000012,"1"
"1982","2689","43D3",57,-17,57.5,-16,"3361","3066","43D3",Oceanic Northeast Atlantic,0.5,100,"0","43D3",0.4999999998,2.9999999994,"1"
"1983","2690","44D3",57.5,-17,58,-16,"3316","3144","44D3",Oceanic Northeast Atlantic,0.5,100,"0","44D3",0.4999999998,2.9999999994,"1"
"1984","2691","45D3",58,-17,58.5,-16,"3270","3221","45D3",Oceanic Northeast Atlantic,0.5,100,"0","45D3",0.4999999998,2.9999999994,"1"
"1985","2692","46D3",58.5,-17,59,-16,"3224","3299","46D3",Oceanic Northeast Atlantic,0.5,100,"0","46D3",0.4999999998,2.9999999994,"1"
"1986","2693","47D3",59,-17,59.5,-16,"3178","3378","47D3",Oceanic Northeast Atlantic,0.5,100,"0","47D3",0.4999999998,2.9999999994,"1"
"1987","2694","48D3",59.5,-17,60,-16,"3132","3461","48D3",Oceanic Northeast Atlantic,0.5,100,"0","48D3",0.4999999998,2.9999999994,"1"
"1988","2695","49D3",60,-17,60.5,-16,"3085","3553","49D3",Oceanic Northeast Atlantic,0.40021715,80.04342953,"0","49D3",0.4999999998,2.9999999994,"4"
"1989","2696","50D3",60.5,-17,61,-16,"3038","3643","50D3",Iceland Sea,0.5,100,"0","50D3",0.4999999998,2.9999999994,"4"
"1990","2697","51D3",61,-17,61.5,-16,"2991","3726","51D3",Iceland Sea,0.5,100,"0","51D3",0.5000000007,3.0000000012,"4"
"1991","2698","52D3",61.5,-17,62,-16,"2944","3805","52D3",Iceland Sea,0.5,100,"0","52D3",0.4999999998,2.9999999994,"4"
"1992","2699","53D3",62,-17,62.5,-16,"2896","3885","53D3",Iceland Sea,0.5,100,"0","53D3",0.4999999998,2.9999999994,"2"
"1993","2700","54D3",62.5,-17,63,-16,"2848","3982","54D3",Iceland Sea,0.5,100,"0","54D3",0.4999999998,2.9999999994,"2"
"1994","2701","55D3",63,-17,63.5,-16,"2800","4077","55D3",Iceland Sea,0.5,100,"0","55D3",0.4999999998,2.9999999994,"2"
"1995","2702","56D3",63.5,-17,64,-16,"2752","4174","56D3",Iceland Sea,0.5,100,"0","56D3",0.4999999998,2.9999999994,"2"
"1996","2703","57D3",64,-17,64.5,-16,"2703","4271","57D3",Iceland Sea,0.5,100,"0","57D3",0.4999999998,2.9999999994,"2"
"1997","2707","61D3",66,-17,66.5,-16,"2507","4677","61D3",Iceland Sea,0.5,100,"0","61D3",0.4999999998,2.9999999994,"2"
"1998","2708","62D3",66.5,-17,67,-16,"2457","4781","62D3",Iceland Sea,0.5,100,"0","62D3",0.4999999998,2.9999999994,"2"
"1999","2709","63D3",67,-17,67.5,-16,"2407","4887","63D3",Iceland Sea,0.5,100,"0","63D3",0.4999999998,2.9999999994,"2"
"2000","2710","64D3",67.5,-17,68,-16,"2357","4998","64D3",Iceland Sea,0.5,100,"0","64D3",0.4999999998,2.9999999994,"2"
"2001","2711","65D3",68,-17,68.5,-16,"2307","5103","65D3",Iceland Sea,0.5,100,"0","65D3",0.4999999998,2.9999999994,
"2002","2712","66D3",68.5,-17,69,-16,"2257","5213","66D3",Iceland Sea,0.41458291,82.91658146,"0","66D3",0.4999999998,2.9999999994,
"2003","2713","67D3",69,-17,69.5,-16,"2206","5325","67D3",Greenland Sea,0.4999285,99.98569978,"0","67D3",0.4999999998,2.9999999994,
"2004","2714","68D3",69.5,-17,70,-16,"2156","5442","68D3",Greenland Sea,0.5,100,"0","68D3",0.4999999998,2.9999999994,
"2005","2715","69D3",70,-17,70.5,-16,"2105","5554","69D3",Greenland Sea,0.5,100,"0","69D3",0.5000000007,3.0000000012,
"2006","2716","70D3",70.5,-17,71,-16,"2054","5660","70D3",Greenland Sea,0.5,100,"0","70D3",0.4999999998,2.9999999994,
"2007","2717","71D3",71,-17,71.5,-16,"2002","5765","71D3",Greenland Sea,0.5,100,"0","71D3",0.4999999998,2.9999999994,
"2008","2718","72D3",71.5,-17,72,-16,"1951","5869","72D3",Greenland Sea,0.5,100,"0","72D3",0.4999999998,2.9999999994,
"2009","2719","73D3",72,-17,72.5,-16,"1899","5972","73D3",Greenland Sea,0.5,100,"0","73D3",0.4999999998,2.9999999994,
"2010","2720","74D3",72.5,-17,73,-16,"1848","6075","74D3",Greenland Sea,0.5,100,"0","74D3",0.4999999998,2.9999999994,
"2011","2721","75D3",73,-17,73.5,-16,"1796","6178","75D3",Greenland Sea,0.5,100,"0","75D3",0.4999999998,2.9999999994,
"2012","2722","76D3",73.5,-17,74,-16,"1744","6282","76D3",Greenland Sea,0.5,100,"0","76D3",0.4999999998,2.9999999994,
"2013","2723","77D3",74,-17,74.5,-16,"1691","6388","77D3",Greenland Sea,0.5,100,"0","77D3",0.4999999998,2.9999999994,
"2014","2724","78D3",74.5,-17,75,-16,"1639","6497","78D3",Greenland Sea,0.5,100,"0","78D3",0.5000000007,3.0000000012,
"2015","2725","79D3",75,-17,75.5,-16,"1587","6603","79D3",Greenland Sea,0.5,100,"0","79D3",0.4999999998,2.9999999994,
"2016","2726","80D3",75.5,-17,76,-16,"1534","6711","80D3",Greenland Sea,0.5,100,"0","80D3",0.4999999998,2.9999999994,
"2017","2727","81D3",76,-17,76.5,-16,"1481","6821","81D3",Greenland Sea,0.5,100,"0","81D3",0.4999999998,2.9999999994,
"2018","2728","82D3",76.5,-17,77,-16,"1429","6932","82D3",Greenland Sea,0.5,100,"0","82D3",0.4999999998,2.9999999994,
"2019","2729","83D3",77,-17,77.5,-16,"1376","7046","83D3",Greenland Sea,0.5,100,"0","83D3",0.4999999998,2.9999999994,
"2020","2730","84D3",77.5,-17,78,-16,"1323","7158","84D3",Greenland Sea,0.5,100,"0","84D3",0.4999999998,2.9999999994,
"2021","2731","85D3",78,-17,78.5,-16,"1270","7270","85D3",Greenland Sea,0.5,100,"0","85D3",0.4999999998,2.9999999994,
"2022","2732","86D3",78.5,-17,79,-16,"1216","7381","86D3",Greenland Sea,0.5,100,"0","86D3",0.4999999998,2.9999999994,
"2023","2733","87D3",79,-17,79.5,-16,"1163","7507","87D3",Greenland Sea,0.5,100,"0","87D3",0.5000000007,3.0000000012,
"2024","2734","88D3",79.5,-17,80,-16,"1109","7627","88D3",Greenland Sea,0.5,100,"0","88D3",0.4999999998,2.9999999994,
"2025","2735","89D3",80,-17,80.5,-16,"1056","7743","89D3",Greenland Sea,0.5,100,"0","89D3",0.4999999998,2.9999999994,
"2026","2736","90D3",80.5,-17,81,-16,"1002","7859","90D3",Greenland Sea,0.5,100,"0","90D3",0.4999999998,2.9999999994,
"2027","2738","92D3",81.5,-17,82,-16,"895","8098","92D3",Arctic Ocean,0.49389514,98.77902835,"0","92D3",0.4999999998,2.9999999994,
"2028","2739","93D3",82,-17,82.5,-16,"841","8224","93D3",Arctic Ocean,0.5,100,"0","93D3",0.4999999998,2.9999999994,
"2029","2740","94D3",82.5,-17,83,-16,"787","8342","94D3",Arctic Ocean,0.5,100,"0","94D3",0.4999999998,2.9999999994,
"2030","2741","95D3",83,-17,83.5,-16,"733","8512","95D3",Arctic Ocean,0.5,100,"0","95D3",0.4999999998,2.9999999994,
"2031","2742","96D3",83.5,-17,84,-16,"679","8621","96D3",Arctic Ocean,0.5,100,"0","96D3",0.5000000007,3.0000000012,
"2032","2743","97D3",84,-17,84.5,-16,"625","8730","97D3",Arctic Ocean,0.5,100,"0","97D3",0.4999999998,2.9999999994,
"2033","2744","98D3",84.5,-17,85,-16,"571","8839","98D3",Arctic Ocean,0.5,100,"0","98D3",0.4999999998,2.9999999994,
"2034","2745","01D4",36,-16,36.5,-15,"4987","32","01D4",Oceanic Northeast Atlantic,0.5,100,"0","01D4",0.50000000025,3.0000000012,"1"
"2035","2746","02D4",36.5,-16,37,-15,"4955","123","02D4",Oceanic Northeast Atlantic,0.5,100,"0","02D4",0.50000000025,3.0000000012,"1"
"2036","2747","03D4",37,-16,37.5,-15,"4923","211","03D4",Oceanic Northeast Atlantic,0.5,100,"0","03D4",0.50000000025,3.0000000012,"1"
"2037","2748","04D4",37.5,-16,38,-15,"4891","298","04D4",Oceanic Northeast Atlantic,0.5,100,"0","04D4",0.50000000025,3.0000000012,"1"
"2038","2749","05D4",38,-16,38.5,-15,"4858","387","05D4",Oceanic Northeast Atlantic,0.5,100,"0","05D4",0.50000000025,3.0000000012,"1"
"2039","2750","06D4",38.5,-16,39,-15,"4825","465","06D4",Oceanic Northeast Atlantic,0.5,100,"0","06D4",0.50000000115,3.000000003,"1"
"2040","2751","07D4",39,-16,39.5,-15,"4792","540","07D4",Oceanic Northeast Atlantic,0.5,100,"0","07D4",0.50000000025,3.0000000012,"1"
"2041","2752","08D4",39.5,-16,40,-15,"4758","626","08D4",Oceanic Northeast Atlantic,0.5,100,"0","08D4",0.50000000025,3.0000000012,"1"
"2042","2753","09D4",40,-16,40.5,-15,"4724","717","09D4",Oceanic Northeast Atlantic,0.5,100,"0","09D4",0.50000000025,3.0000000012,"1"
"2043","2754","10D4",40.5,-16,41,-15,"4689","808","10D4",Oceanic Northeast Atlantic,0.5,100,"0","10D4",0.50000000025,3.0000000012,"1"
"2044","2755","11D4",41,-16,41.5,-15,"4654","900","11D4",Oceanic Northeast Atlantic,0.5,100,"0","11D4",0.50000000025,3.0000000012,"1"
"2045","2756","12D4",41.5,-16,42,-15,"4619","989","12D4",Oceanic Northeast Atlantic,0.5,100,"0","12D4",0.50000000025,3.0000000012,"1"
"2046","2757","13D4",42,-16,42.5,-15,"4583","1076","13D4",Oceanic Northeast Atlantic,0.5,100,"0","13D4",0.50000000025,3.0000000012,"1"
"2047","2758","14D4",42.5,-16,43,-15,"4547","1164","14D4",Oceanic Northeast Atlantic,0.5,100,"0","14D4",0.50000000025,3.0000000012,"1"
"2048","2759","15D4",43,-16,43.5,-15,"4511","1247","15D4",Oceanic Northeast Atlantic,0.5,100,"0","15D4",0.50000000115,3.000000003,"1"
"2049","2760","16D4",43.5,-16,44,-15,"4474","1326","16D4",Oceanic Northeast Atlantic,0.5,100,"0","16D4",0.50000000025,3.0000000012,"1"
"2050","2761","17D4",44,-16,44.5,-15,"4437","1406","17D4",Oceanic Northeast Atlantic,0.5,100,"0","17D4",0.50000000025,3.0000000012,"1"
"2051","2762","18D4",44.5,-16,45,-15,"4400","1484","18D4",Oceanic Northeast Atlantic,0.5,100,"0","18D4",0.50000000025,3.0000000012,"1"
"2052","2763","19D4",45,-16,45.5,-15,"4362","1559","19D4",Oceanic Northeast Atlantic,0.5,100,"0","19D4",0.50000000025,3.0000000012,"1"
"2053","2764","20D4",45.5,-16,46,-15,"4324","1635","20D4",Oceanic Northeast Atlantic,0.5,100,"0","20D4",0.50000000025,3.0000000012,"1"
"2054","2765","21D4",46,-16,46.5,-15,"4286","1703","21D4",Oceanic Northeast Atlantic,0.5,100,"0","21D4",0.50000000025,3.0000000012,"1"
"2055","2766","22D4",46.5,-16,47,-15,"4247","1766","22D4",Oceanic Northeast Atlantic,0.5,100,"0","22D4",0.50000000025,3.0000000012,"1"
"2056","2767","23D4",47,-16,47.5,-15,"4208","1827","23D4",Oceanic Northeast Atlantic,0.5,100,"0","23D4",0.50000000025,3.0000000012,"1"
"2057","2768","24D4",47.5,-16,48,-15,"4169","1884","24D4",Oceanic Northeast Atlantic,0.5,100,"0","24D4",0.50000000115,3.000000003,"1"
"2058","2769","25D4",48,-16,48.5,-15,"4129","1941","25D4",Oceanic Northeast Atlantic,0.5,100,"0","25D4",0.50000000025,3.0000000012,"1"
"2059","2770","26D4",48.5,-16,49,-15,"4089","2007","26D4",Oceanic Northeast Atlantic,0.5,100,"0","26D4",0.50000000025,3.0000000012,"1"
"2060","2771","27D4",49,-16,49.5,-15,"4048","2057","27D4",Oceanic Northeast Atlantic,0.5,100,"0","27D4",0.50000000025,3.0000000012,"1"
"2061","2772","28D4",49.5,-16,50,-15,"4008","2111","28D4",Oceanic Northeast Atlantic,0.49994522,99.98904341,"0","28D4",0.50000000025,3.0000000012,"1"
"2062","2773","29D4",50,-16,50.5,-15,"3967","2164","29D4",Oceanic Northeast Atlantic,0.37995391,75.99078228,"0","29D4",0.50000000025,3.0000000012,"1"
"2063","2774","30D4",50.5,-16,51,-15,"3925","2214","30D4",Celtic Seas,0.30366016,60.7320313,"0","30D4",0.50000000025,3.0000000012,"2"
"2064","2775","31D4",51,-16,51.5,-15,"3884","2266","31D4",Celtic Seas,0.44414479,88.8289583,"0","31D4",0.50000000025,3.0000000012,"2"
"2065","2776","32D4",51.5,-16,52,-15,"3842","2319","32D4",Celtic Seas,0.49976189,99.95237719,"0","32D4",0.50000000025,3.0000000012,"2"
"2066","2777","33D4",52,-16,52.5,-15,"3800","2373","33D4",Celtic Seas,0.5,100,"0","33D4",0.50000000115,3.000000003,"2"
"2067","2778","34D4",52.5,-16,53,-15,"3757","2428","34D4",Celtic Seas,0.49338427,98.67685358,"0","34D4",0.50000000025,3.0000000012,"2"
"2068","2779","35D4",53,-16,53.5,-15,"3714","2486","35D4",Celtic Seas,0.44145887,88.29177369,"0","35D4",0.50000000025,3.0000000012,"2"
"2069","2780","36D4",53.5,-16,54,-15,"3671","2549","36D4",Celtic Seas,0.47902607,95.80521377,"0","36D4",0.50000000025,3.0000000012,"2"
"2070","2781","37D4",54,-16,54.5,-15,"3628","2619","37D4",Celtic Seas,0.4995405,99.90809952,"0","37D4",0.50000000025,3.0000000012,"2"
"2071","2782","38D4",54.5,-16,55,-15,"3584","2689","38D4",Celtic Seas,0.46311793,92.62358547,"0","38D4",0.50000000025,3.0000000012,"2"
"2072","2783","39D4",55,-16,55.5,-15,"3540","2760","39D4",Celtic Seas,0.35268989,70.53797826,"0","39D4",0.50000000025,3.0000000012,"2"
"2073","2784","40D4",55.5,-16,56,-15,"3496","2832","40D4",Oceanic Northeast Atlantic,0.34026529,68.05305701,"0","40D4",0.50000000025,3.0000000012,"1"
"2074","2785","41D4",56,-16,56.5,-15,"3451","2908","41D4",Oceanic Northeast Atlantic,0.49763203,99.52640675,"0","41D4",0.50000000025,3.0000000012,"1"
"2075","2786","42D4",56.5,-16,57,-15,"3406","2988","42D4",Oceanic Northeast Atlantic,0.5,100,"0","42D4",0.50000000115,3.000000003,"1"
"2076","2787","43D4",57,-16,57.5,-15,"3361","3067","43D4",Oceanic Northeast Atlantic,0.5,100,"0","43D4",0.50000000025,3.0000000012,"1"
"2077","2788","44D4",57.5,-16,58,-15,"3316","3145","44D4",Oceanic Northeast Atlantic,0.5,100,"0","44D4",0.50000000025,3.0000000012,"1"
"2078","2789","45D4",58,-16,58.5,-15,"3270","3222","45D4",Oceanic Northeast Atlantic,0.5,100,"0","45D4",0.50000000025,3.0000000012,"1"
"2079","2790","46D4",58.5,-16,59,-15,"3224","3300","46D4",Oceanic Northeast Atlantic,0.5,100,"0","46D4",0.50000000025,3.0000000012,"1"
"2080","2791","47D4",59,-16,59.5,-15,"3178","3379","47D4",Oceanic Northeast Atlantic,0.5,100,"0","47D4",0.50000000025,3.0000000012,"1"
"2081","2792","48D4",59.5,-16,60,-15,"3132","3462","48D4",Oceanic Northeast Atlantic,0.5,100,"0","48D4",0.50000000025,3.0000000012,"1"
"2082","2793","49D4",60,-16,60.5,-15,"3085","3555","49D4",Oceanic Northeast Atlantic,0.49990641,99.98128156,"0","49D4",0.50000000025,3.0000000012,"2"
"2083","2794","50D4",60.5,-16,61,-15,"3038","3644","50D4",Iceland Sea,0.41370269,82.74053826,"0","50D4",0.50000000025,3.0000000012,"4"
"2084","2795","51D4",61,-16,61.5,-15,"2991","3727","51D4",Iceland Sea,0.5,100,"0","51D4",0.50000000115,3.000000003,"4"
"2085","2796","52D4",61.5,-16,62,-15,"2944","3806","52D4",Iceland Sea,0.5,100,"0","52D4",0.50000000025,3.0000000012,"4"
"2086","2797","53D4",62,-16,62.5,-15,"2896","3886","53D4",Iceland Sea,0.5,100,"0","53D4",0.50000000025,3.0000000012,"2"
"2087","2798","54D4",62.5,-16,63,-15,"2848","3983","54D4",Iceland Sea,0.5,100,"0","54D4",0.50000000025,3.0000000012,"2"
"2088","2799","55D4",63,-16,63.5,-15,"2800","4078","55D4",Iceland Sea,0.5,100,"0","55D4",0.50000000025,3.0000000012,"2"
"2089","2800","56D4",63.5,-16,64,-15,"2752","4175","56D4",Iceland Sea,0.5,100,"0","56D4",0.50000000025,3.0000000012,"2"
"2090","2801","57D4",64,-16,64.5,-15,"2703","4272","57D4",Iceland Sea,0.5,100,"0","57D4",0.50000000025,3.0000000012,"2"
"2091","2805","61D4",66,-16,66.5,-15,"2507","4678","61D4",Iceland Sea,0.5,100,"0","61D4",0.50000000025,3.0000000012,"2"
"2092","2806","62D4",66.5,-16,67,-15,"2457","4782","62D4",Iceland Sea,0.5,100,"0","62D4",0.50000000025,3.0000000012,"2"
"2093","2807","63D4",67,-16,67.5,-15,"2407","4888","63D4",Iceland Sea,0.5,100,"0","63D4",0.50000000025,3.0000000012,"2"
"2094","2808","64D4",67.5,-16,68,-15,"2357","4999","64D4",Iceland Sea,0.5,100,"0","64D4",0.50000000025,3.0000000012,"2"
"2095","2809","65D4",68,-16,68.5,-15,"2307","5104","65D4",Iceland Sea,0.5,100,"0","65D4",0.50000000025,3.0000000012,
"2096","2810","66D4",68.5,-16,69,-15,"2257","5214","66D4",Iceland Sea,0.5,100,"0","66D4",0.50000000025,3.0000000012,
"2097","2811","67D4",69,-16,69.5,-15,"2206","5327","67D4",Greenland Sea,0.42667365,85.33473095,"0","67D4",0.50000000025,3.0000000012,
"2098","2812","68D4",69.5,-16,70,-15,"2156","5443","68D4",Greenland Sea,0.5,100,"0","68D4",0.50000000025,3.0000000012,
"2099","2813","69D4",70,-16,70.5,-15,"2105","5555","69D4",Greenland Sea,0.5,100,"0","69D4",0.50000000115,3.000000003,
"2100","2814","70D4",70.5,-16,71,-15,"2054","5661","70D4",Greenland Sea,0.5,100,"0","70D4",0.50000000025,3.0000000012,
"2101","2815","71D4",71,-16,71.5,-15,"2002","5766","71D4",Greenland Sea,0.5,100,"0","71D4",0.50000000025,3.0000000012,
"2102","2816","72D4",71.5,-16,72,-15,"1951","5870","72D4",Greenland Sea,0.5,100,"0","72D4",0.50000000025,3.0000000012,
"2103","2817","73D4",72,-16,72.5,-15,"1899","5973","73D4",Greenland Sea,0.5,100,"0","73D4",0.50000000025,3.0000000012,
"2104","2818","74D4",72.5,-16,73,-15,"1848","6076","74D4",Greenland Sea,0.5,100,"0","74D4",0.50000000025,3.0000000012,
"2105","2819","75D4",73,-16,73.5,-15,"1796","6179","75D4",Greenland Sea,0.5,100,"0","75D4",0.50000000025,3.0000000012,
"2106","2820","76D4",73.5,-16,74,-15,"1744","6283","76D4",Greenland Sea,0.5,100,"0","76D4",0.50000000025,3.0000000012,
"2107","2821","77D4",74,-16,74.5,-15,"1691","6389","77D4",Greenland Sea,0.5,100,"0","77D4",0.50000000025,3.0000000012,
"2108","2822","78D4",74.5,-16,75,-15,"1639","6498","78D4",Greenland Sea,0.5,100,"0","78D4",0.50000000115,3.000000003,
"2109","2823","79D4",75,-16,75.5,-15,"1587","6604","79D4",Greenland Sea,0.5,100,"0","79D4",0.50000000025,3.0000000012,
"2110","2824","80D4",75.5,-16,76,-15,"1534","6712","80D4",Greenland Sea,0.5,100,"0","80D4",0.50000000025,3.0000000012,
"2111","2825","81D4",76,-16,76.5,-15,"1481","6822","81D4",Greenland Sea,0.5,100,"0","81D4",0.50000000025,3.0000000012,
"2112","2826","82D4",76.5,-16,77,-15,"1429","6933","82D4",Greenland Sea,0.5,100,"0","82D4",0.50000000025,3.0000000012,
"2113","2827","83D4",77,-16,77.5,-15,"1376","7047","83D4",Greenland Sea,0.5,100,"0","83D4",0.50000000025,3.0000000012,
"2114","2828","84D4",77.5,-16,78,-15,"1323","7159","84D4",Greenland Sea,0.5,100,"0","84D4",0.50000000025,3.0000000012,
"2115","2829","85D4",78,-16,78.5,-15,"1270","7271","85D4",Greenland Sea,0.5,100,"0","85D4",0.50000000025,3.0000000012,
"2116","2830","86D4",78.5,-16,79,-15,"1216","7382","86D4",Greenland Sea,0.5,100,"0","86D4",0.50000000025,3.0000000012,
"2117","2831","87D4",79,-16,79.5,-15,"1163","7508","87D4",Greenland Sea,0.5,100,"0","87D4",0.50000000115,3.000000003,
"2118","2832","88D4",79.5,-16,80,-15,"1109","7628","88D4",Greenland Sea,0.5,100,"0","88D4",0.50000000025,3.0000000012,
"2119","2833","89D4",80,-16,80.5,-15,"1056","7744","89D4",Greenland Sea,0.5,100,"0","89D4",0.50000000025,3.0000000012,
"2120","2834","90D4",80.5,-16,81,-15,"1002","7860","90D4",Greenland Sea,0.5,100,"0","90D4",0.50000000025,3.0000000012,
"2121","2835","91D4",81,-16,81.5,-15,"949","7981","91D4",Greenland Sea,0.45733498,91.46699523,"0","91D4",0.50000000025,3.0000000012,
"2122","2836","92D4",81.5,-16,82,-15,"895","8100","92D4",Arctic Ocean,0.49950296,99.90059262,"0","92D4",0.50000000025,3.0000000012,
"2123","2837","93D4",82,-16,82.5,-15,"841","8225","93D4",Arctic Ocean,0.5,100,"0","93D4",0.50000000025,3.0000000012,
"2124","2838","94D4",82.5,-16,83,-15,"787","8343","94D4",Arctic Ocean,0.5,100,"0","94D4",0.50000000025,3.0000000012,
"2125","2839","95D4",83,-16,83.5,-15,"733","8513","95D4",Arctic Ocean,0.5,100,"0","95D4",0.50000000025,3.0000000012,
"2126","2840","96D4",83.5,-16,84,-15,"679","8622","96D4",Arctic Ocean,0.5,100,"0","96D4",0.50000000115,3.000000003,
"2127","2841","97D4",84,-16,84.5,-15,"625","8731","97D4",Arctic Ocean,0.5,100,"0","97D4",0.50000000025,3.0000000012,
"2128","2842","98D4",84.5,-16,85,-15,"571","8840","98D4",Arctic Ocean,0.5,100,"0","98D4",0.50000000025,3.0000000012,
"2129","2843","01D5",36,-15,36.5,-14,"4987","33","01D5",Oceanic Northeast Atlantic,0.5,100,"0","01D5",0.4999999998,2.9999999994,"1"
"2130","2844","02D5",36.5,-15,37,-14,"4955","124","02D5",Oceanic Northeast Atlantic,0.5,100,"0","02D5",0.4999999998,2.9999999994,"1"
"2131","2845","03D5",37,-15,37.5,-14,"4923","212","03D5",Oceanic Northeast Atlantic,0.5,100,"0","03D5",0.4999999998,2.9999999994,"1"
"2132","2846","04D5",37.5,-15,38,-14,"4891","299","04D5",Oceanic Northeast Atlantic,0.5,100,"0","04D5",0.4999999998,2.9999999994,"1"
"2133","2847","05D5",38,-15,38.5,-14,"4858","388","05D5",Oceanic Northeast Atlantic,0.5,100,"0","05D5",0.4999999998,2.9999999994,"1"
"2134","2848","06D5",38.5,-15,39,-14,"4825","466","06D5",Oceanic Northeast Atlantic,0.5,100,"0","06D5",0.5000000007,3.0000000012,"1"
"2135","2849","07D5",39,-15,39.5,-14,"4792","541","07D5",Oceanic Northeast Atlantic,0.5,100,"0","07D5",0.4999999998,2.9999999994,"1"
"2136","2850","08D5",39.5,-15,40,-14,"4758","627","08D5",Oceanic Northeast Atlantic,0.5,100,"0","08D5",0.4999999998,2.9999999994,"1"
"2137","2851","09D5",40,-15,40.5,-14,"4724","718","09D5",Oceanic Northeast Atlantic,0.5,100,"0","09D5",0.4999999998,2.9999999994,"1"
"2138","2852","10D5",40.5,-15,41,-14,"4689","809","10D5",Oceanic Northeast Atlantic,0.5,100,"0","10D5",0.4999999998,2.9999999994,"1"
"2139","2853","11D5",41,-15,41.5,-14,"4654","901","11D5",Oceanic Northeast Atlantic,0.5,100,"0","11D5",0.4999999998,2.9999999994,"1"
"2140","2854","12D5",41.5,-15,42,-14,"4619","990","12D5",Oceanic Northeast Atlantic,0.5,100,"0","12D5",0.4999999998,2.9999999994,"1"
"2141","2855","13D5",42,-15,42.5,-14,"4583","1077","13D5",Oceanic Northeast Atlantic,0.5,100,"0","13D5",0.4999999998,2.9999999994,"1"
"2142","2856","14D5",42.5,-15,43,-14,"4547","1165","14D5",Oceanic Northeast Atlantic,0.5,100,"0","14D5",0.4999999998,2.9999999994,"1"
"2143","2857","15D5",43,-15,43.5,-14,"4511","1248","15D5",Oceanic Northeast Atlantic,0.5,100,"0","15D5",0.5000000007,3.0000000012,"1"
"2144","2858","16D5",43.5,-15,44,-14,"4474","1327","16D5",Oceanic Northeast Atlantic,0.5,100,"0","16D5",0.4999999998,2.9999999994,"1"
"2145","2859","17D5",44,-15,44.5,-14,"4437","1407","17D5",Oceanic Northeast Atlantic,0.5,100,"0","17D5",0.4999999998,2.9999999994,"1"
"2146","2860","18D5",44.5,-15,45,-14,"4400","1485","18D5",Oceanic Northeast Atlantic,0.5,100,"0","18D5",0.4999999998,2.9999999994,"1"
"2147","2861","19D5",45,-15,45.5,-14,"4362","1560","19D5",Oceanic Northeast Atlantic,0.5,100,"0","19D5",0.4999999998,2.9999999994,"1"
"2148","2862","20D5",45.5,-15,46,-14,"4324","1636","20D5",Oceanic Northeast Atlantic,0.5,100,"0","20D5",0.4999999998,2.9999999994,"1"
"2149","2863","21D5",46,-15,46.5,-14,"4286","1704","21D5",Oceanic Northeast Atlantic,0.5,100,"0","21D5",0.4999999998,2.9999999994,"1"
"2150","2864","22D5",46.5,-15,47,-14,"4247","1767","22D5",Oceanic Northeast Atlantic,0.5,100,"0","22D5",0.4999999998,2.9999999994,"1"
"2151","2865","23D5",47,-15,47.5,-14,"4208","1828","23D5",Oceanic Northeast Atlantic,0.5,100,"0","23D5",0.4999999998,2.9999999994,"1"
