ID,ICESNAME,SOUTH,WEST,NORTH,EAST,AREA_KM2,OBJECTID,ICESNAME_1,Ecoregion,AREA,PERCENTAGE,OBJECTID_1,ICESNAME_2,Shape_STAr,Shape_STLe,Longitude,Latitude
"1788",24C4,47.50000,-26.00000,48.00000,-25.00000,"4169","1874",24C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",24C4,0.50000000070,3.00000000120,-25.500,47.750
"1789",25C4,48.00000,-26.00000,48.50000,-25.00000,"4129","1931",25C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",25C4,0.49999999980,2.99999999940,-25.500,48.250
"1790",26C4,48.50000,-26.00000,49.00000,-25.00000,"4089","1997",26C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",26C4,0.49999999980,2.99999999940,-25.500,48.750
"1791",27C4,49.00000,-26.00000,49.50000,-25.00000,"4048","2047",27C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",27C4,0.49999999980,2.99999999940,-25.500,49.250
"1792",28C4,49.50000,-26.00000,50.00000,-25.00000,"4008","2100",28C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",28C4,0.49999999980,2.99999999940,-25.500,49.750
"1793",29C4,50.00000,-26.00000,50.50000,-25.00000,"3967","2153",29C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",29C4,0.49999999980,2.99999999940,-25.500,50.250
"1794",30C4,50.50000,-26.00000,51.00000,-25.00000,"3925","2204",30C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",30C4,0.49999999980,2.99999999940,-25.500,50.750
"1795",31C4,51.00000,-26.00000,51.50000,-25.00000,"3884","2256",31C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",31C4,0.49999999980,2.99999999940,-25.500,51.250
"1796",32C4,51.50000,-26.00000,52.00000,-25.00000,"3842","2308",32C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",32C4,0.49999999980,2.99999999940,-25.500,51.750
"1797",33C4,52.00000,-26.00000,52.50000,-25.00000,"3800","2362",33C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",33C4,0.50000000070,3.00000000120,-25.500,52.250
"1798",34C4,52.50000,-26.00000,53.00000,-25.00000,"3757","2417",34C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",34C4,0.49999999980,2.99999999940,-25.500,52.750
"1799",35C4,53.00000,-26.00000,53.50000,-25.00000,"3714","2476",35C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",35C4,0.49999999980,2.99999999940,-25.500,53.250
"1800",36C4,53.50000,-26.00000,54.00000,-25.00000,"3671","2538",36C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",36C4,0.49999999980,2.99999999940,-25.500,53.750
"1801",37C4,54.00000,-26.00000,54.50000,-25.00000,"3628","2608",37C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",37C4,0.49999999980,2.99999999940,-25.500,54.250
"1802",38C4,54.50000,-26.00000,55.00000,-25.00000,"3584","2679",38C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",38C4,0.49999999980,2.99999999940,-25.500,54.750
"1803",39C4,55.00000,-26.00000,55.50000,-25.00000,"3540","2750",39C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",39C4,0.49999999980,2.99999999940,-25.500,55.250
"1804",40C4,55.50000,-26.00000,56.00000,-25.00000,"3496","2821",40C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",40C4,0.49999999980,2.99999999940,-25.500,55.750
"1805",41C4,56.00000,-26.00000,56.50000,-25.00000,"3451","2897",41C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",41C4,0.49999999980,2.99999999940,-25.500,56.250
"1806",42C4,56.50000,-26.00000,57.00000,-25.00000,"3406","2978",42C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",42C4,0.50000000070,3.00000000120,-25.500,56.750
"1807",43C4,57.00000,-26.00000,57.50000,-25.00000,"3361","3057",43C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",43C4,0.49999999980,2.99999999940,-25.500,57.250
"1808",44C4,57.50000,-26.00000,58.00000,-25.00000,"3316","3135",44C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",44C4,0.49999999980,2.99999999940,-25.500,57.750
"1809",45C4,58.00000,-26.00000,58.50000,-25.00000,"3270","3212",45C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",45C4,0.49999999980,2.99999999940,-25.500,58.250
"1810",46C4,58.50000,-26.00000,59.00000,-25.00000,"3224","3290",46C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",46C4,0.49999999980,2.99999999940,-25.500,58.750
"1811",47C4,59.00000,-26.00000,59.50000,-25.00000,"3178","3369",47C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",47C4,0.49999999980,2.99999999940,-25.500,59.250
"1812",48C4,59.50000,-26.00000,60.00000,-25.00000,"3132","3449",48C4,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",48C4,0.49999999980,2.99999999940,-25.500,59.750
"1813",49C4,60.00000,-26.00000,60.50000,-25.00000,"3085","3536",49C4,Oceanic Northeast Atlantic,0.48901632,97.80326485,"0",49C4,0.49999999980,2.99999999940,-25.500,60.250
"1814",50C4,60.50000,-26.00000,61.00000,-25.00000,"3038","3633",50C4,Iceland Sea,0.46737595,93.47518979,"0",50C4,0.49999999980,2.99999999940,-25.500,60.750
"1815",51C4,61.00000,-26.00000,61.50000,-25.00000,"2991","3717",51C4,Iceland Sea,0.50000000,100.00000000,"0",51C4,0.50000000070,3.00000000120,-25.500,61.250
"1816",52C4,61.50000,-26.00000,62.00000,-25.00000,"2944","3796",52C4,Iceland Sea,0.50000000,100.00000000,"0",52C4,0.49999999980,2.99999999940,-25.500,61.750
"1817",53C4,62.00000,-26.00000,62.50000,-25.00000,"2896","3876",53C4,Iceland Sea,0.50000000,100.00000000,"0",53C4,0.49999999980,2.99999999940,-25.500,62.250
"1818",54C4,62.50000,-26.00000,63.00000,-25.00000,"2848","3973",54C4,Iceland Sea,0.50000000,100.00000000,"0",54C4,0.49999999980,2.99999999940,-25.500,62.750
"1819",55C4,63.00000,-26.00000,63.50000,-25.00000,"2800","4068",55C4,Iceland Sea,0.50000000,100.00000000,"0",55C4,0.49999999980,2.99999999940,-25.500,63.250
"1820",56C4,63.50000,-26.00000,64.00000,-25.00000,"2752","4165",56C4,Iceland Sea,0.50000000,100.00000000,"0",56C4,0.49999999980,2.99999999940,-25.500,63.750
"1821",57C4,64.00000,-26.00000,64.50000,-25.00000,"2703","4262",57C4,Iceland Sea,0.50000000,100.00000000,"0",57C4,0.49999999980,2.99999999940,-25.500,64.250
"1822",58C4,64.50000,-26.00000,65.00000,-25.00000,"2654","4361",58C4,Iceland Sea,0.50000000,100.00000000,"0",58C4,0.49999999980,2.99999999940,-25.500,64.750
"1823",59C4,65.00000,-26.00000,65.50000,-25.00000,"2605","4460",59C4,Iceland Sea,0.50000000,100.00000000,"0",59C4,0.49999999980,2.99999999940,-25.500,65.250
"1824",60C4,65.50000,-26.00000,66.00000,-25.00000,"2556","4563",60C4,Iceland Sea,0.50000000,100.00000000,"0",60C4,0.50000000070,3.00000000120,-25.500,65.750
"1825",61C4,66.00000,-26.00000,66.50000,-25.00000,"2507","4668",61C4,Iceland Sea,0.50000000,100.00000000,"0",61C4,0.49999999980,2.99999999940,-25.500,66.250
"1826",62C4,66.50000,-26.00000,67.00000,-25.00000,"2457","4772",62C4,Iceland Sea,0.50000000,100.00000000,"0",62C4,0.49999999980,2.99999999940,-25.500,66.750
"1827",63C4,67.00000,-26.00000,67.50000,-25.00000,"2407","4878",63C4,Iceland Sea,0.39352834,78.70566815,"0",63C4,0.49999999980,2.99999999940,-25.500,67.250
"1828",64C4,67.50000,-26.00000,68.00000,-25.00000,"2357","4985",64C4,Greenland Sea,0.49975259,99.95051791,"0",64C4,0.49999999980,2.99999999940,-25.500,67.750
"1829",65C4,68.00000,-26.00000,68.50000,-25.00000,"2307","5090",65C4,Greenland Sea,0.50000000,100.00000000,"0",65C4,0.49999999980,2.99999999940,-25.500,68.250
"1830",66C4,68.50000,-26.00000,69.00000,-25.00000,"2257","5200",66C4,Greenland Sea,0.50000000,100.00000000,"0",66C4,0.49999999980,2.99999999940,-25.500,68.750
"1831",67C4,69.00000,-26.00000,69.50000,-25.00000,"2206","5316",67C4,Greenland Sea,0.50000000,100.00000000,"0",67C4,0.49999999980,2.99999999940,-25.500,69.250
"1833",69C4,70.00000,-26.00000,70.50000,-25.00000,"2105","5545",69C4,Greenland Sea,0.50000000,100.00000000,"0",69C4,0.50000000070,3.00000000120,-25.500,70.250
"1834",70C4,70.50000,-26.00000,71.00000,-25.00000,"2054","5651",70C4,Greenland Sea,0.50000000,100.00000000,"0",70C4,0.49999999980,2.99999999940,-25.500,70.750
"1835",71C4,71.00000,-26.00000,71.50000,-25.00000,"2002","5756",71C4,Greenland Sea,0.50000000,100.00000000,"0",71C4,0.49999999980,2.99999999940,-25.500,71.250
"1836",72C4,71.50000,-26.00000,72.00000,-25.00000,"1951","5860",72C4,Greenland Sea,0.50000000,100.00000000,"0",72C4,0.49999999980,2.99999999940,-25.500,71.750
"1837",73C4,72.00000,-26.00000,72.50000,-25.00000,"1899","5963",73C4,Greenland Sea,0.50000000,100.00000000,"0",73C4,0.49999999980,2.99999999940,-25.500,72.250
"1838",74C4,72.50000,-26.00000,73.00000,-25.00000,"1848","6066",74C4,Greenland Sea,0.50000000,100.00000000,"0",74C4,0.49999999980,2.99999999940,-25.500,72.750
"1839",75C4,73.00000,-26.00000,73.50000,-25.00000,"1796","6169",75C4,Greenland Sea,0.50000000,100.00000000,"0",75C4,0.49999999980,2.99999999940,-25.500,73.250
"1840",76C4,73.50000,-26.00000,74.00000,-25.00000,"1744","6273",76C4,Greenland Sea,0.50000000,100.00000000,"0",76C4,0.49999999980,2.99999999940,-25.500,73.750
"1856",92C4,81.50000,-26.00000,82.00000,-25.00000,"895","8089",92C4,Arctic Ocean,0.50000000,100.00000000,"0",92C4,0.49999999980,2.99999999940,-25.500,81.750
"1857",93C4,82.00000,-26.00000,82.50000,-25.00000,"841","8215",93C4,Arctic Ocean,0.50000000,100.00000000,"0",93C4,0.49999999980,2.99999999940,-25.500,82.250
"1858",94C4,82.50000,-26.00000,83.00000,-25.00000,"787","8333",94C4,Arctic Ocean,0.50000000,100.00000000,"0",94C4,0.49999999980,2.99999999940,-25.500,82.750
"1859",95C4,83.00000,-26.00000,83.50000,-25.00000,"733","8503",95C4,Arctic Ocean,0.50000000,100.00000000,"0",95C4,0.49999999980,2.99999999940,-25.500,83.250
"1860",96C4,83.50000,-26.00000,84.00000,-25.00000,"679","8612",96C4,Arctic Ocean,0.50000000,100.00000000,"0",96C4,0.50000000070,3.00000000120,-25.500,83.750
"1861",97C4,84.00000,-26.00000,84.50000,-25.00000,"625","8721",97C4,Arctic Ocean,0.50000000,100.00000000,"0",97C4,0.49999999980,2.99999999940,-25.500,84.250
"1862",98C4,84.50000,-26.00000,85.00000,-25.00000,"571","8830",98C4,Arctic Ocean,0.50000000,100.00000000,"0",98C4,0.49999999980,2.99999999940,-25.500,84.750
"1863",01C5,36.00000,-25.00000,36.50000,-24.00000,"4987","21",01C5,Azores,0.50000000,100.00000000,"0",01C5,0.50000000025,3.00000000120,-24.500,36.250
"1864",02C5,36.50000,-25.00000,37.00000,-24.00000,"4955","113",02C5,Azores,0.50000000,100.00000000,"0",02C5,0.50000000025,3.00000000120,-24.500,36.750
"1865",03C5,37.00000,-25.00000,37.50000,-24.00000,"4923","201",03C5,Azores,0.50000000,100.00000000,"0",03C5,0.50000000025,3.00000000120,-24.500,37.250
"1866",04C5,37.50000,-25.00000,38.00000,-24.00000,"4891","288",04C5,Azores,0.50000000,100.00000000,"0",04C5,0.50000000025,3.00000000120,-24.500,37.750
"1867",05C5,38.00000,-25.00000,38.50000,-24.00000,"4858","376",05C5,Azores,0.50000000,100.00000000,"0",05C5,0.50000000025,3.00000000120,-24.500,38.250
"1868",06C5,38.50000,-25.00000,39.00000,-24.00000,"4825","455",06C5,Azores,0.50000000,100.00000000,"0",06C5,0.50000000115,3.00000000300,-24.500,38.750
"1869",07C5,39.00000,-25.00000,39.50000,-24.00000,"4792","530",07C5,Azores,0.50000000,100.00000000,"0",07C5,0.50000000025,3.00000000120,-24.500,39.250
"1870",08C5,39.50000,-25.00000,40.00000,-24.00000,"4758","616",08C5,Azores,0.50000000,100.00000000,"0",08C5,0.50000000025,3.00000000120,-24.500,39.750
"1871",09C5,40.00000,-25.00000,40.50000,-24.00000,"4724","706",09C5,Azores,0.50000000,100.00000000,"0",09C5,0.50000000025,3.00000000120,-24.500,40.250
"1872",10C5,40.50000,-25.00000,41.00000,-24.00000,"4689","797",10C5,Azores,0.50000000,100.00000000,"0",10C5,0.50000000025,3.00000000120,-24.500,40.750
"1873",11C5,41.00000,-25.00000,41.50000,-24.00000,"4654","889",11C5,Azores,0.41615724,83.23144741,"0",11C5,0.50000000025,3.00000000120,-24.500,41.250
"1874",12C5,41.50000,-25.00000,42.00000,-24.00000,"4619","980",12C5,Oceanic Northeast Atlantic,0.44636642,89.27328317,"0",12C5,0.50000000025,3.00000000120,-24.500,41.750
"1875",13C5,42.00000,-25.00000,42.50000,-24.00000,"4583","1067",13C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",13C5,0.50000000025,3.00000000120,-24.500,42.250
"1876",14C5,42.50000,-25.00000,43.00000,-24.00000,"4547","1155",14C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",14C5,0.50000000025,3.00000000120,-24.500,42.750
"1877",15C5,43.00000,-25.00000,43.50000,-24.00000,"4511","1238",15C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",15C5,0.50000000115,3.00000000300,-24.500,43.250
"1878",16C5,43.50000,-25.00000,44.00000,-24.00000,"4474","1317",16C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",16C5,0.50000000025,3.00000000120,-24.500,43.750
"1879",17C5,44.00000,-25.00000,44.50000,-24.00000,"4437","1397",17C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",17C5,0.50000000025,3.00000000120,-24.500,44.250
"1880",18C5,44.50000,-25.00000,45.00000,-24.00000,"4400","1475",18C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",18C5,0.50000000025,3.00000000120,-24.500,44.750
"1881",19C5,45.00000,-25.00000,45.50000,-24.00000,"4362","1550",19C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",19C5,0.50000000025,3.00000000120,-24.500,45.250
"1882",20C5,45.50000,-25.00000,46.00000,-24.00000,"4324","1626",20C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",20C5,0.50000000025,3.00000000120,-24.500,45.750
"1883",21C5,46.00000,-25.00000,46.50000,-24.00000,"4286","1694",21C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",21C5,0.50000000025,3.00000000120,-24.500,46.250
"1884",22C5,46.50000,-25.00000,47.00000,-24.00000,"4247","1757",22C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",22C5,0.50000000025,3.00000000120,-24.500,46.750
"1885",23C5,47.00000,-25.00000,47.50000,-24.00000,"4208","1818",23C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",23C5,0.50000000025,3.00000000120,-24.500,47.250
"1886",24C5,47.50000,-25.00000,48.00000,-24.00000,"4169","1875",24C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",24C5,0.50000000115,3.00000000300,-24.500,47.750
"1887",25C5,48.00000,-25.00000,48.50000,-24.00000,"4129","1932",25C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",25C5,0.50000000025,3.00000000120,-24.500,48.250
"1888",26C5,48.50000,-25.00000,49.00000,-24.00000,"4089","1998",26C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",26C5,0.50000000025,3.00000000120,-24.500,48.750
"1889",27C5,49.00000,-25.00000,49.50000,-24.00000,"4048","2048",27C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",27C5,0.50000000025,3.00000000120,-24.500,49.250
"1890",28C5,49.50000,-25.00000,50.00000,-24.00000,"4008","2101",28C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",28C5,0.50000000025,3.00000000120,-24.500,49.750
"1891",29C5,50.00000,-25.00000,50.50000,-24.00000,"3967","2154",29C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",29C5,0.50000000025,3.00000000120,-24.500,50.250
"1892",30C5,50.50000,-25.00000,51.00000,-24.00000,"3925","2205",30C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",30C5,0.50000000025,3.00000000120,-24.500,50.750
"1893",31C5,51.00000,-25.00000,51.50000,-24.00000,"3884","2257",31C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",31C5,0.50000000025,3.00000000120,-24.500,51.250
"1894",32C5,51.50000,-25.00000,52.00000,-24.00000,"3842","2309",32C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",32C5,0.50000000025,3.00000000120,-24.500,51.750
"1895",33C5,52.00000,-25.00000,52.50000,-24.00000,"3800","2363",33C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",33C5,0.50000000115,3.00000000300,-24.500,52.250
"1896",34C5,52.50000,-25.00000,53.00000,-24.00000,"3757","2418",34C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",34C5,0.50000000025,3.00000000120,-24.500,52.750
"1897",35C5,53.00000,-25.00000,53.50000,-24.00000,"3714","2477",35C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",35C5,0.50000000025,3.00000000120,-24.500,53.250
"1898",36C5,53.50000,-25.00000,54.00000,-24.00000,"3671","2539",36C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",36C5,0.50000000025,3.00000000120,-24.500,53.750
"1899",37C5,54.00000,-25.00000,54.50000,-24.00000,"3628","2609",37C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",37C5,0.50000000025,3.00000000120,-24.500,54.250
"1900",38C5,54.50000,-25.00000,55.00000,-24.00000,"3584","2680",38C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",38C5,0.50000000025,3.00000000120,-24.500,54.750
"1901",39C5,55.00000,-25.00000,55.50000,-24.00000,"3540","2751",39C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",39C5,0.50000000025,3.00000000120,-24.500,55.250
"1902",40C5,55.50000,-25.00000,56.00000,-24.00000,"3496","2822",40C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",40C5,0.50000000025,3.00000000120,-24.500,55.750
"1903",41C5,56.00000,-25.00000,56.50000,-24.00000,"3451","2898",41C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",41C5,0.50000000025,3.00000000120,-24.500,56.250
"1904",42C5,56.50000,-25.00000,57.00000,-24.00000,"3406","2979",42C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",42C5,0.50000000115,3.00000000300,-24.500,56.750
"1905",43C5,57.00000,-25.00000,57.50000,-24.00000,"3361","3058",43C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",43C5,0.50000000025,3.00000000120,-24.500,57.250
"1906",44C5,57.50000,-25.00000,58.00000,-24.00000,"3316","3136",44C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",44C5,0.50000000025,3.00000000120,-24.500,57.750
"1907",45C5,58.00000,-25.00000,58.50000,-24.00000,"3270","3213",45C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",45C5,0.50000000025,3.00000000120,-24.500,58.250
"1908",46C5,58.50000,-25.00000,59.00000,-24.00000,"3224","3291",46C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",46C5,0.50000000025,3.00000000120,-24.500,58.750
"1909",47C5,59.00000,-25.00000,59.50000,-24.00000,"3178","3370",47C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",47C5,0.50000000025,3.00000000120,-24.500,59.250
"1910",48C5,59.50000,-25.00000,60.00000,-24.00000,"3132","3450",48C5,Oceanic Northeast Atlantic,0.50000000,100.00000000,"0",48C5,0.50000000025,3.00000000120,-24.500,59.750
"1911",49C5,60.00000,-25.00000,60.50000,-24.00000,"3085","3538",49C5,Oceanic Northeast Atlantic,0.40618316,81.23663170,"0",49C5,0.50000000025,3.00000000120,-24.500,60.250
"1912",50C5,60.50000,-25.00000,61.00000,-24.00000,"3038","3635",50C5,Iceland Sea,0.50000000,100.00000000,"0",50C5,0.50000000025,3.00000000120,-24.500,60.750
"1913",51C5,61.00000,-25.00000,61.50000,-24.00000,"2991","3718",51C5,Iceland Sea,0.50000000,100.00000000,"0",51C5,0.50000000115,3.00000000300,-24.500,61.250
"1914",52C5,61.50000,-25.00000,62.00000,-24.00000,"2944","3797",52C5,Iceland Sea,0.50000000,100.00000000,"0",52C5,0.50000000025,3.00000000120,-24.500,61.750
"1915",53C5,62.00000,-25.00000,62.50000,-24.00000,"2896","3877",53C5,Iceland Sea,0.50000000,100.00000000,"0",53C5,0.50000000025,3.00000000120,-24.500,62.250
"1916",54C5,62.50000,-25.00000,63.00000,-24.00000,"2848","3974",54C5,Iceland Sea,0.50000000,100.00000000,"0",54C5,0.50000000025,3.00000000120,-24.500,62.750
"1917",55C5,63.00000,-25.00000,63.50000,-24.00000,"2800","4069",55C5,Iceland Sea,0.50000000,100.00000000,"0",55C5,0.50000000025,3.00000000120,-24.500,63.250
"1918",56C5,63.50000,-25.00000,64.00000,-24.00000,"2752","4166",56C5,Iceland Sea,0.50000000,100.00000000,"0",56C5,0.50000000025,3.00000000120,-24.500,63.750
"1919",57C5,64.00000,-25.00000,64.50000,-24.00000,"2703","4263",57C5,Iceland Sea,0.50000000,100.00000000,"0",57C5,0.50000000025,3.00000000120,-24.500,64.250
"1920",58C5,64.50000,-25.00000,65.00000,-24.00000,"2654","4362",58C5,Iceland Sea,0.50000000,100.00000000,"0",58C5,0.50000000025,3.00000000120,-24.500,64.750
"1921",59C5,65.00000,-25.00000,65.50000,-24.00000,"2605","4461",59C5,Iceland Sea,0.50000000,100.00000000,"0",59C5,0.50000000025,3.00000000120,-24.500,65.250
"1922",60C5,65.50000,-25.00000,66.00000,-24.00000,"2556","4564",60C5,Iceland Sea,0.50000000,100.00000000,"0",60C5,0.50000000115,3.00000000300,-24.500,65.750
"1923",61C5,66.00000,-25.00000,66.50000,-24.00000,"2507","4669",61C5,Iceland Sea,0.50000000,100.00000000,"0",61C5,0.50000000025,3.00000000120,-24.500,66.250
"1924",62C5,66.50000,-25.00000,67.00000,-24.00000,"2457","4773",62C5,Iceland Sea,0.50000000,100.00000000,"0",62C5,0.50000000025,3.00000000120,-24.500,66.750
"1925",63C5,67.00000,-25.00000,67.50000,-24.00000,"2407","4879",63C5,Iceland Sea,0.50000000,100.00000000,"0",63C5,0.50000000025,3.00000000120,-24.500,67.250
"1926",64C5,67.50000,-25.00000,68.00000,-24.00000,"2357","4987",64C5,Greenland Sea,0.38672378,77.34475529,"0",64C5,0.50000000025,3.00000000120,-24.500,67.750
"1927",65C5,68.00000,-25.00000,68.50000,-24.00000,"2307","5091",65C5,Greenland Sea,0.50000000,100.00000000,"0",65C5,0.50000000025,3.00000000120,-24.500,68.250
"1928",66C5,68.50000,-25.00000,69.00000,-24.00000,"2257","5201",66C5,Greenland Sea,0.50000000,100.00000000,"0",66C5,0.50000000025,3.00000000120,-24.500,68.750
"1929",67C5,69.00000,-25.00000,69.50000,-24.00000,"2206","5317",67C5,Greenland Sea,0.50000000,100.00000000,"0",67C5,0.50000000025,3.00000000120,-24.500,69.250
"1930",68C5,69.50000,-25.00000,70.00000,-24.00000,"2156","5434",68C5,Greenland Sea,0.50000000,100.00000000,"0",68C5,0.50000000025,3.00000000120,-24.500,69.750
"1931",69C5,70.00000,-25.00000,70.50000,-24.00000,"2105","5546",69C5,Greenland Sea,0.50000000,100.00000000,"0",69C5,0.50000000115,3.00000000300,-24.500,70.250
"1932",70C5,70.50000,-25.00000,71.00000,-24.00000,"2054","5652",70C5,Greenland Sea,0.50000000,100.00000000,"0",70C5,0.50000000025,3.00000000120,-24.500,70.750
"1933",71C5,71.00000,-25.00000,71.50000,-24.00000,"2002","5757",71C5,Greenland Sea,0.50000000,100.00000000,"0",71C5,0.50000000025,3.00000000120,-24.500,71.250
"1935",73C5,72.00000,-25.00000,72.50000,-24.00000,"1899","5964",73C5,Greenland Sea,0.50000000,100.00000000,"0",73C5,0.50000000025,3.00000000120,-24.500,72.250
"1936",74C5,72.50000,-25.00000,73.00000,-24.00000,"1848","6067",74C5,Greenland Sea,0.50000000,100.00000000,"0",74C5,0.50000000025,3.00000000120,-24.500,72.750
"1937",75C5,73.00000,-25.00000,73.50000,-24.00000,"1796","6170",75C5,Greenland Sea,0.50000000,100.00000000,"0",75C5,0.50000000025,3.00000000120,-24.500,73.250
"1938",76C5,73.50000,-25.00000,74.00000,-24.00000,"1744","6274",76C5,Greenland Sea,0.50000000,100.00000000,"0",76C5,0.50000000025,3.00000000120,-24.500,73.750
"1952",90C5,80.50000,-25.00000,81.00000,-24.00000,"1002","7849",90C5,Arctic Ocean,0.50000000,100.00000000,"0",90C5,0.50000000025,3.00000000120,-24.500,80.750
"1954",92C5,81.50000,-25.00000,82.00000,-24.00000,"895","8090",92C5,Arctic Ocean,0.50000000,100.00000000,"0",92C5,0.50000000025,3.00000000120,-24.500,81.750
"1955",93C5,82.00000,-25.00000,82.50000,-24.00000,"841","8216",93C5,Arctic Ocean,0.50000000,100.00000000,"0",93C5,0.50000000025,3.00000000120,-24.500,82.250
"1956",94C5,82.50000,-25.00000,83.00000,-24.00000,"787","8334",94C5,Arctic Ocean,0.50000000,100.00000000,"0",94C5,0.50000000025,3.00000000120,-24.500,82.750
"1957",95C5,83.00000,-25.00000,83.50000,-24.00000,"733","8504",95C5,Arctic Ocean,0.50000000,100.00000000,"0",95C5,0.50000000025,3.00000000120,-24.500,83.250
"1958",96C5,83.50000,-25.00000,84.00000,-24.00000,"679","8613",96C5,Arctic Ocean,0.50000000,100.00000000,"0",96C5,0.50000000115,3.00000000300,-24.500,83.750
"1959",97C5,84.00000,-25.00000,84.50000,-24.00000,"625","8722",97C5,Arctic Ocean,0.50000000,100.00000000,"0",97C5,0.50000000025,3.00000000120,-24.500,84.250
"1960",98C5,84.50000,-25.00000,85.00000,-24.00000,"571","8831",98C5,Arctic Ocean,0.50000000,100.00000000,"0",98C5,0.50000000025,3.00000000120,-24.500,84.750
"1961",01C6,36.00000,-24.00000,36.50000,-23.00000,"4987","22",01C6,Azores,0.50000000,100.00000000,"0",01C6,0.49999999980,2.99999999940,-23.500,36.250
"1962",02C6,36.50000,-24.00000,37.00000,-23.00000,"4955","114",02C6,Azores,0.50000000,100.00000000,"0",02C6,0.49999999980,2.99999999940,-23.500,36.750
"1963",03C6,37.00000,-24.00000,37.50000,-23.00000,"4923","202",03C6,Azores,0.50000000,100.00000000,"0",03C6,0.49999999980,2.99999999940,-23.500,37.250
"1964",04C6,37.50000,-24.00000,38.00000,-23.00000,"4891","289",04C6,Azores,0.50000000,100.00000000,"0",04C6,0.49999999980,2.99999999940,-23.500,37.750
"1965",05C6,38.00000,-24.00000,38.50000,-23.00000,"4858","377",05C6,Azores,0.50000000,100.00000000,"0",05C6,0.49999999980,2.99999999940,-23.500,38.250
"1966",06C6,38.50000,-24.00000,39.00000,-23.00000,"4825","456",06C6,Azores,0.50000000,100.00000000,"0",06C6,0.50000000070,3.00000000120,-23.500,38.750
