Oxygen,Swim_Speed,SE_speed
19.09677419,0.665753425,0.046302768
15.09677419,0.615525114,0.046302768
11.67741935,0.561872146,0.053000652
8.967741935,0.516210046,0.052127015
6.903225806,0.461415525,0.041352157
5.419354839,0.386073059,0.02329699
